id,date,car,seat_color,car_color,value (US$ mi),value off (US$ mi),discount (%),total (US$ mi),salesperson,city,country
1564,2018-12-1,Bugatti La Voiture Noire,red,blue,17.5242375,17.275579436535295,0,17.275579436535295,Valentina,new york,united state
1565,2018-12-8,Lamborghini Veneno Roadster,black,gold,4.01625,3.954597840803167,2,3.8755058839871035,Maitê,new york,united state
1566,2018-12-7,Lamborghini Veneno Roadster,white,white,3.97953,3.9163792820673824,2,3.8380516964260347,Antonella,new york,united state
1567,2018-12-7,Rolls-Royce Sweptail,brown,silver,11.995200000000002,11.849500736059133,3,11.494015713977358,Eloá,new york,united state
1568,2018-12-17,Koenigsegg CCXR Trevita,black,red,4.284000000000001,4.245506802773903,2,4.160596666718425,Matheus,toronto,canada
1569,2018-12-24,Aston Martin Valkyrie,brown,gold,2.9988000000000006,2.9651401389092396,1,2.935488737520147,Bernardo,toronto,canada
1570,2018-12-15,McLaren P1 LM,white,blue,3.3682950000000003,3.3368556458148606,1,3.303487089356712,Miguel,toronto,canada
1571,2018-12-15,Aston Martin Valkyrie,brown,gold,2.9988000000000006,2.970928016323025,2,2.9115094559965646,Miguel,toronto,canada
1572,2018-12-10,Bugatti La Voiture Noire,red,white,17.023545000000002,16.855366520165244,3,16.34970552456029,Gael,toronto,canada
1573,2018-12-6,Bugatti Veyron by Mansory Vivere,red,black,3.0345,2.9934774244664695,0,2.9934774244664695,Miguel,toronto,canada
1574,2018-12-24,W Motors Lykan Hypersport,white,white,3.0067559999999998,2.9644461567665434,2,2.9051572336312126,Matheus,toronto,canada
1575,2018-12-21,Koenigsegg CCXR Trevita,red,white,4.369680000000001,4.304278391445658,1,4.2612356075312015,Pedro,toronto,canada
1576,2018-12-9,Koenigsegg CCXR Trevita,brown,blue,4.498200000000001,4.447567663249354,0,4.447567663249354,Benjamin,toronto,canada
1577,2018-12-8,Koenigsegg CCXR Trevita,brown,gold,4.498200000000001,4.438059002394985,3,4.3049172323231355,Matheus,toronto,canada
1578,2018-12-4,Bugatti Veyron by Mansory Vivere,black,black,2.8899999999999997,2.8641380437919746,0,2.8641380437919746,Lorenzo,toronto,canada
1579,2018-12-12,Bugatti La Voiture Noire,black,black,15.895,15.728556502793824,0,15.728556502793824,Lorenzo,toronto,canada
1580,2018-12-6,Ferrari Pininfarina Sergio,red,silver,2.811375,2.7768014399109373,2,2.7212654111127184,Samuel,toronto,canada
1581,2018-12-1,Bugatti La Voiture Noire,red,red,17.5242375,17.32000846709553,0,17.32000846709553,Bernardo,toronto,canada
1582,2018-12-24,Bugatti Chiron,brown,red,2.7176625,2.693973458212035,0,2.693973458212035,Arthur,toronto,canada
1583,2018-12-5,Bugatti Veyron by Mansory Vivere,red,white,3.09519,3.0631369888438402,2,3.0018742490669634,Lucas,toronto,canada
1584,2018-12-3,Bugatti La Voiture Noire,white,blue,17.023545000000002,16.814889028646718,3,16.310442357787316,Matheus,toronto,canada
1585,2018-12-13,Bugatti La Voiture Noire,red,red,17.5242375,17.245516822916358,2,16.90060648645803,Lorenzo,toronto,canada
1586,2018-12-13,Koenigsegg CCXR Trevita,brown,silver,4.498200000000001,4.458615067149432,0,4.458615067149432,Benjamin,toronto,canada
1587,2018-12-2,W Motors Lykan Hypersport,white,silver,3.0951899999999997,3.05295695867898,2,2.9918978195054007,Gael,toronto,canada
1588,2018-12-15,Bugatti La Voiture Noire,black,red,16.68975,16.521569249995643,0,16.521569249995643,Matheus,toronto,canada
1589,2018-12-14,Rolls-Royce Sweptail,brown,black,11.424000000000001,11.279729872611398,1,11.166932573885283,Henrique,lisboa,portugal
1590,2018-12-10,Aston Martin Valkyrie,black,blue,2.8560000000000003,2.8182281672966174,0,2.8182281672966174,Isaac,lisboa,portugal
1591,2018-12-18,Bugatti Veyron by Mansory Vivere,white,red,3.0951899999999997,3.06632601765655,0,3.06632601765655,Rafael,lisboa,portugal
1592,2018-12-24,W Motors Lykan Hypersport,red,gold,3.1862250000000003,3.141041721239129,2,3.0782208868143464,Joaquim,lisboa,portugal
1593,2018-12-24,McLaren P1 LM,black,white,3.2079,3.171421607194416,2,3.107993175050528,Joaquim,lisboa,portugal
1594,2018-12-4,Bugatti La Voiture Noire,white,black,16.2129,15.983468239312284,1,15.82363355691916,Henrique,lisboa,portugal
1595,2018-12-4,Koenigsegg CCXR Trevita,red,gold,4.498200000000001,4.447640843092364,1,4.4031644346614405,Henrique,lisboa,portugal
1596,2018-12-16,Koenigsegg CCXR Trevita,brown,silver,4.498200000000001,4.4423603290279114,3,4.309089519157074,Nicolas,lisboa,portugal
1597,2018-12-7,Ferrari Pininfarina Sergio,white,black,2.601,2.5631647930264463,3,2.486269849235653,Nicolas,lisboa,portugal
1598,2018-12-4,Aston Martin Valkyrie,red,blue,2.9988000000000006,2.959748847379466,0,2.959748847379466,Rafael,lisboa,portugal
1599,2018-12-1,McLaren P1 LM,white,white,3.272058,3.236299514786196,0,3.236299514786196,Nicolas,lisboa,portugal
1600,2018-12-24,Lamborghini Veneno Roadster,white,black,3.9015,3.850284830464027,0,3.850284830464027,Henrique,lisboa,portugal
1601,2018-12-19,McLaren P1 LM,white,black,3.2079,3.178410459773542,0,3.178410459773542,Rafael,lisboa,portugal
1602,2018-12-5,Ferrari Pininfarina Sergio,brown,silver,2.811375,2.7760700603353667,3,2.692787958525306,Nicolas,lisboa,portugal
1603,2018-12-9,Koenigsegg CCXR Trevita,black,blue,4.284000000000001,4.241446513056063,1,4.1990320479255026,Nicolas,lisboa,portugal
1604,2018-12-11,Bugatti La Voiture Noire,black,silver,16.68975,16.519080600108975,1,16.353889794107886,Henrique,lisboa,portugal
1605,2018-12-21,Ferrari Pininfarina Sergio,black,white,2.601,2.5720470633916617,3,2.494885651489912,Naomi,tokio,japan
1606,2018-12-10,Ferrari Pininfarina Sergio,black,blue,2.6774999999999998,2.6454625066788013,2,2.592553256545225,Sakura,tokio,japan
1607,2018-12-16,Ferrari Pininfarina Sergio,brown,black,2.6774999999999998,2.6453155747991426,2,2.5924092633031597,Yumi,tokio,japan
1608,2018-12-9,Rolls-Royce Sweptail,black,silver,11.424000000000001,11.311529603801823,3,10.972183715687768,Yumi,tokio,japan
1609,2018-12-21,W Motors Lykan Hypersport,brown,gold,3.1862250000000003,3.1442246725747083,1,3.112782425848961,Akemi,tokio,japan
1610,2018-12-6,W Motors Lykan Hypersport,red,blue,3.1862250000000003,3.1410574526912693,0,3.1410574526912693,Hana,tokio,japan
1611,2018-12-6,Aston Martin Valkyrie,black,blue,2.8560000000000003,2.8303585216310605,0,2.8303585216310605,Hana,tokio,japan
1612,2018-12-1,Bugatti Veyron by Mansory Vivere,red,silver,3.1862250000000003,3.1399923008141504,2,3.0771924547978675,Harumi,tokio,japan
1613,2018-12-23,Bugatti Chiron,brown,blue,2.7176625,2.682034613780481,3,2.6015735753670666,Sakura,tokio,japan
1614,2018-12-13,W Motors Lykan Hypersport,red,red,3.1862250000000003,3.1363756242787253,0,3.1363756242787253,Akemi,tokio,japan
1615,2018-12-15,Bugatti Veyron by Mansory Vivere,red,white,3.09519,3.050860639733376,1,3.0203520333360423,Hana,tokio,japan
1616,2018-12-20,McLaren P1 LM,brown,white,3.3682950000000003,3.3194635648262256,3,3.219879657881439,Harumi,tokio,japan
1617,2018-12-23,Bugatti La Voiture Noire,white,blue,17.023545000000002,16.867704639608053,2,16.530350546815892,Harumi,tokio,japan
1618,2018-12-15,Aston Martin Valkyrie,red,black,2.8560000000000003,2.829643110828074,2,2.7730502486115127,Saori,tokio,japan
1619,2018-12-1,W Motors Lykan Hypersport,red,gold,3.1862250000000003,3.149164243687162,0,3.149164243687162,Harumi,tokio,japan
1620,2018-12-19,Lamborghini Veneno Roadster,black,blue,4.01625,3.959518492659911,0,3.959518492659911,Hana,tokio,japan
1621,2018-12-19,Ferrari Pininfarina Sergio,white,gold,2.73105,2.7051887778758195,2,2.651085002318303,Naomi,tokio,japan
1622,2018-12-1,Bugatti La Voiture Noire,brown,gold,17.5242375,17.261034149862105,0,17.261034149862105,Akemi,tokio,japan
1623,2018-12-24,Bugatti La Voiture Noire,red,black,16.68975,16.46893720003257,0,16.46893720003257,Jamile,riad,Saudi Arabia
1624,2018-12-24,Ferrari Pininfarina Sergio,black,white,2.601,2.5684172771967204,2,2.517048931652786,Iasmin,riad,Saudi Arabia
1625,2018-12-20,Bugatti La Voiture Noire,brown,black,16.68975,16.521384610535893,3,16.025743072219818,Fatima,riad,Saudi Arabia
1626,2018-12-2,Lamborghini Veneno Roadster,red,blue,4.217062500000001,4.1767508694077335,1,4.134983360713656,Jamile,riad,Saudi Arabia
1627,2018-12-10,Ferrari Pininfarina Sergio,brown,white,2.7310499999999998,2.707244873970299,1,2.680172425230596,Iasmin,riad,Saudi Arabia
1628,2018-12-12,Lamborghini Veneno Roadster,white,gold,4.0965750000000005,4.044021523321432,0,4.044021523321432,Isa,riad,Saudi Arabia
1629,2018-12-20,Rolls-Royce Sweptail,red,blue,11.995200000000002,11.828608347906375,2,11.592036180948247,Isa,riad,Saudi Arabia
1630,2018-12-22,Bugatti La Voiture Noire,red,white,17.023545000000002,16.84830829904527,3,16.342859050073912,Isa,riad,Saudi Arabia
1631,2018-12-17,Bugatti Chiron,brown,silver,2.7176625,2.6832231985617403,1,2.6563909665761227,Fatima,riad,Saudi Arabia
1632,2018-12-13,Koenigsegg CCXR Trevita,black,red,4.284000000000001,4.2434916413015324,0,4.2434916413015324,Laila,riad,Saudi Arabia
1633,2018-12-9,Lamborghini Veneno Roadster,white,blue,4.0965750000000005,4.046538599965802,3,3.925142441966828,Aisha,riad,Saudi Arabia
1634,2018-12-7,McLaren P1 LM,white,blue,3.3682950000000003,3.3189945422073652,1,3.2858045967852916,Jamile,riad,Saudi Arabia
1635,2018-12-5,Rolls-Royce Sweptail,red,red,11.995200000000002,11.817257323927082,1,11.699084750687812,Iasmin,riad,Saudi Arabia
1636,2018-12-1,W Motors Lykan Hypersport,black,gold,3.0345,3.007021347212348,2,2.946880920268101,Isa,riad,Saudi Arabia
1637,2018-12-4,Bugatti Chiron,red,white,2.640015,2.6011279130988956,2,2.5491053548369176,Iasmin,riad,Saudi Arabia
1638,2018-12-3,Rolls-Royce Sweptail,red,blue,11.995200000000002,11.833158838604408,1,11.714827250218365,Laila,riad,Saudi Arabia
1639,2018-12-20,Bugatti La Voiture Noire,black,black,15.895,15.69252825336419,1,15.535602970830547,Aisha,riad,Saudi Arabia
1640,2018-12-19,Lamborghini Veneno Roadster,red,blue,4.217062500000001,4.164934506606369,3,4.039986471408178,Isa,riad,Saudi Arabia
1641,2018-12-12,Aston Martin Valkyrie,brown,red,2.9988000000000006,2.963566910638044,1,2.9339312415316634,Aisha,riad,Saudi Arabia
1642,2018-12-3,Bugatti La Voiture Noire,black,white,16.2129,16.06076731713836,0,16.06076731713836,Soraia,riad,Saudi Arabia
1643,2018-12-19,W Motors Lykan Hypersport,black,white,2.9477999999999995,2.9062140875469114,2,2.848089805795973,Soraia,riad,Saudi Arabia
1644,2019-1-18,Bugatti La Voiture Noire,brown,red,20.616750000000003,20.36821586593065,1,20.164533707271346,Heloísa,sao paulo,brazil
1645,2019-1-22,Lamborghini Veneno Roadster,red,silver,4.961250000000001,4.9103829200431965,2,4.812175261642333,Helena,sao paulo,brazil
1646,2019-1-14,Bugatti Chiron,brown,red,3.19725,3.1511531230802996,2,3.0881300606186937,Manuela,sao paulo,brazil
1647,2019-1-24,Bugatti Chiron,red,black,3.045,3.007569528773906,0,3.007569528773906,Laura,sao paulo,brazil
1648,2019-1-22,Bugatti Veyron by Mansory Vivere,black,blue,3.57,3.5286146448977287,3,3.422756205550797,Heloísa,sao paulo,brazil
1649,2019-1-4,W Motors Lykan Hypersport,red,red,3.7485,3.7042635661147223,3,3.5931356591312804,Laura,sao paulo,brazil
1650,2019-1-11,Ferrari Pininfarina Sergio,brown,blue,3.3075000000000006,3.2706540727894438,3,3.1725344506057604,Alice,sao paulo,brazil
1651,2019-1-23,Bugatti Veyron by Mansory Vivere,white,gold,3.6414,3.6038376449201417,2,3.531760892021739,Helena,sao paulo,brazil
1652,2019-1-18,W Motors Lykan Hypersport,brown,silver,3.7485,3.692326253261335,1,3.6554029907287218,Sophia,sao paulo,brazil
1653,2019-1-3,Bugatti Chiron,white,gold,3.1058999999999997,3.0683116902389176,1,3.0376285733365282,Helena,sao paulo,brazil
1654,2019-1-16,Bugatti Chiron,brown,gold,3.19725,3.1653411151234523,0,3.1653411151234523,Heloísa,sao paulo,brazil
1655,2019-1-18,Ferrari Pininfarina Sergio,brown,silver,3.3075000000000006,3.274157020796881,1,3.241415450588912,Isabella,sao paulo,brazil
1656,2019-1-9,Ferrari Pininfarina Sergio,black,red,3.1500000000000004,3.1075579207387265,2,3.045406762323952,Manuela,sao paulo,brazil
1657,2019-1-13,Aston Martin Valkyrie,white,blue,3.4272000000000005,3.375049166826869,1,3.3412986751586002,Helena,sao paulo,brazil
1658,2019-1-15,Lamborghini Veneno Roadster,black,black,4.5,4.4425415151079894,2,4.35369068480583,Manuela,sao paulo,brazil
1659,2019-1-16,McLaren P1 LM,brown,black,3.8850000000000002,3.8280107225470865,3,3.713170400870674,Sophia,sao paulo,brazil
1660,2019-1-12,Bugatti Veyron by Mansory Vivere,black,blue,3.57,3.5211269605785214,3,3.4154931517611655,Alice,sao paulo,brazil
1661,2019-1-15,Koenigsegg CCXR Trevita,red,gold,5.292000000000001,5.22750864384739,2,5.122958470970442,Helena,sao paulo,brazil
1662,2019-1-23,Bugatti La Voiture Noire,red,gold,20.616750000000003,20.438295581918382,2,20.029529670280013,Manuela,sao paulo,brazil
1663,2019-1-4,Lamborghini Veneno Roadster,red,blue,4.961250000000001,4.910443591632184,0,4.910443591632184,Manuela,sao paulo,brazil
1664,2019-1-17,Ferrari Pininfarina Sergio,white,red,3.213,3.1657945476440084,2,3.102478656691128,Isabella,sao paulo,brazil
1665,2019-1-1,Bugatti Veyron by Mansory Vivere,white,silver,3.6414,3.5894599111050853,1,3.5535653119940345,Luísa,sao paulo,brazil
1666,2019-1-10,Aston Martin Valkyrie,black,gold,3.3600000000000003,3.3104991535357646,3,3.2111841789296918,Maitê,new york,united state
1667,2019-1-15,McLaren P1 LM,black,black,3.7,3.6677414234867816,2,3.594386595017046,Lívia,new york,united state
1668,2019-1-4,Bugatti Chiron,white,red,3.1058999999999997,3.0652171874900485,2,3.0039128437402476,Júlia,new york,united state
1669,2019-1-6,Bugatti Chiron,red,red,3.19725,3.159085758657797,1,3.1274949010712194,Maria Luísa,new york,united state
1670,2019-1-9,Lamborghini Veneno Roadster,red,red,4.961250000000001,4.902317227663114,0,4.902317227663114,Antonella,new york,united state
1671,2019-1-3,Rolls-Royce Sweptail,red,white,13.708800000000002,13.493965568023985,2,13.224086256663504,Júlia,new york,united state
1672,2019-1-6,Lamborghini Veneno Roadster,brown,black,4.7250000000000005,4.656047443259313,3,4.516366019961533,Valentina,new york,united state
1673,2019-1-24,Koenigsegg CCXR Trevita,black,silver,5.04,4.995298366546523,2,4.895392399215592,Liz,new york,united state
1674,2019-1-1,Bugatti Chiron,brown,black,3.045,3.0034492012171965,2,2.9433802171928525,Maitê,new york,united state
1675,2019-1-13,Bugatti Chiron,white,white,3.0171599999999996,2.9776780214583285,0,2.9776780214583285,Antonella,new york,united state
1676,2019-1-12,Bugatti La Voiture Noire,red,red,20.616750000000003,20.292994330761264,3,19.684204500838426,Maria Luísa,new york,united state
1677,2019-1-11,Aston Martin Valkyrie,black,blue,3.3600000000000003,3.313980663181059,2,3.247701049917438,Lucas,toronto,canada
1678,2019-1-11,Ferrari Pininfarina Sergio,red,black,3.1500000000000004,3.119207372268468,0,3.119207372268468,Benjamin,toronto,canada
1679,2019-1-19,Ferrari Pininfarina Sergio,black,gold,3.1500000000000004,3.112553716496074,2,3.0503026421661525,Lucas,toronto,canada
1680,2019-1-3,W Motors Lykan Hypersport,black,white,3.468,3.4140215817378685,0,3.4140215817378685,Théo,toronto,canada
1681,2019-1-12,Aston Martin Valkyrie,black,white,3.2640000000000002,3.214773046940545,2,3.1504775860017338,Miguel,toronto,canada
1682,2019-1-8,Lamborghini Veneno Roadster,black,red,4.7250000000000005,4.668979805949463,0,4.668979805949463,Davi,toronto,canada
1683,2019-1-20,McLaren P1 LM,white,blue,3.9627000000000008,3.9229569580788173,2,3.8444978189172407,Gael,toronto,canada
1684,2019-1-12,Aston Martin Valkyrie,red,gold,3.5280000000000005,3.4879642462610088,2,3.4182049613357885,Arthur,toronto,canada
1685,2019-1-23,W Motors Lykan Hypersport,white,black,3.468,3.4250500333809613,3,3.3222985323795324,Isaac,lisboa,portugal
1686,2019-1-22,W Motors Lykan Hypersport,white,gold,3.6414,3.5854017691220204,3,3.4778397160483596,Isaac,lisboa,portugal
1687,2019-1-13,Bugatti Veyron by Mansory Vivere,white,blue,3.6414,3.6101551438696755,1,3.5740535924309786,Joaquim,lisboa,portugal
1688,2019-1-10,Lamborghini Veneno Roadster,white,gold,4.8195,4.778060300301552,3,4.634718491292505,Rafael,lisboa,portugal
1689,2019-1-3,Bugatti Chiron,white,red,3.1058999999999997,3.06322764605,0,3.06322764605,Nicolas,lisboa,portugal
1690,2019-1-24,Rolls-Royce Sweptail,brown,gold,14.112000000000002,13.914439196266622,1,13.775294804303956,Isaac,lisboa,portugal
1691,2019-1-23,Ferrari Pininfarina Sergio,white,silver,3.213,3.1735008340023034,1,3.1417658256622802,Rafael,lisboa,portugal
1692,2019-1-16,Lamborghini Veneno Roadster,brown,red,4.961250000000001,4.899957282383221,3,4.752958563911725,Rafael,lisboa,portugal
1693,2019-1-7,W Motors Lykan Hypersport,brown,black,3.57,3.523346213957131,3,3.417645827538417,Henrique,lisboa,portugal
1694,2019-1-13,Rolls-Royce Sweptail,red,blue,14.112000000000002,13.921540350235736,0,13.921540350235736,Rafael,lisboa,portugal
1695,2019-1-11,Bugatti Chiron,brown,silver,3.19725,3.1495047683118584,3,3.055019625262503,Henrique,lisboa,portugal
1696,2019-1-5,Aston Martin Valkyrie,brown,black,3.3600000000000003,3.322640024484534,3,3.222960823749998,Isaac,lisboa,portugal
1697,2019-1-2,Rolls-Royce Sweptail,brown,silver,14.112000000000002,13.890506583534613,0,13.890506583534613,Rafael,lisboa,portugal
1698,2019-1-9,Ferrari Pininfarina Sergio,white,black,3.06,3.012537819719055,2,2.9522870633246736,Nicolas,lisboa,portugal
1699,2019-1-22,Aston Martin Valkyrie,black,silver,3.3600000000000003,3.3251106213093533,3,3.225357302670073,Nicolas,lisboa,portugal
1700,2019-1-6,Lamborghini Veneno Roadster,red,gold,4.961250000000001,4.890909671260374,1,4.842000574547771,Joaquim,lisboa,portugal
1701,2019-1-7,Lamborghini Veneno Roadster,white,white,4.6818,4.627451563974058,3,4.488628017054837,Nicolas,lisboa,portugal
1702,2019-1-1,Ferrari Pininfarina Sergio,black,red,3.1500000000000004,3.120991849795752,1,3.0897819312977943,Rafael,lisboa,portugal
1703,2019-1-20,McLaren P1 LM,black,silver,3.8850000000000002,3.8250550068315667,0,3.8250550068315667,Rafael,lisboa,portugal
1704,2019-1-7,Bugatti La Voiture Noire,red,white,20.027700000000003,19.82153886866307,3,19.226892702603177,Sayuri,tokio,japan
1705,2019-1-12,Ferrari Pininfarina Sergio,brown,silver,3.3075000000000006,3.2583514276938,1,3.225767913416862,Mahina,tokio,japan
1706,2019-1-2,Koenigsegg CCXR Trevita,white,black,4.896,4.8197003459896175,3,4.675109335609929,Sayuri,tokio,japan
1707,2019-1-24,Rolls-Royce Sweptail,white,black,13.056000000000001,12.873633052367067,2,12.616160391319726,Sayuri,tokio,japan
1708,2019-1-4,Ferrari Pininfarina Sergio,black,gold,3.1500000000000004,3.113746501145875,1,3.082609036134416,Sayuri,tokio,japan
1709,2019-1-21,W Motors Lykan Hypersport,brown,black,3.57,3.539650279119124,2,3.4688572735367416,Laila,riad,Saudi Arabia
1710,2019-1-9,McLaren P1 LM,brown,white,3.9627000000000003,3.907631742776166,0,3.907631742776166,Jamile,riad,Saudi Arabia
1711,2019-2-18,W Motors Lykan Hypersport,black,white,3.468,3.437676844505447,0,3.437676844505447,Luísa,sao paulo,brazil
1712,2019-2-24,Aston Martin Valkyrie,red,gold,3.5280000000000005,3.476156965346182,3,3.371872256385797,Heloísa,sao paulo,brazil
1713,2019-2-1,W Motors Lykan Hypersport,brown,blue,3.7485,3.6954333778343353,0,3.6954333778343353,Heloísa,sao paulo,brazil
1714,2019-2-15,Bugatti La Voiture Noire,red,gold,20.616750000000003,20.39993500786851,2,19.99193630771114,Cecília,new york,united state
1715,2019-2-6,Ferrari Pininfarina Sergio,white,black,3.06,3.0179540487071805,2,2.957594967733037,Mariana,new york,united state
1716,2019-2-2,Rolls-Royce Sweptail,red,black,13.440000000000001,13.310442653067879,0,13.310442653067879,Giovanna,new york,united state
1717,2019-2-9,Koenigsegg CCXR Trevita,brown,silver,5.292000000000001,5.213503120430185,0,5.213503120430185,Mariana,new york,united state
1718,2019-2-23,Bugatti Chiron,red,blue,3.19725,3.1539326671077124,3,3.059314687094481,Valentina,new york,united state
1719,2019-2-22,Bugatti La Voiture Noire,white,gold,20.0277,19.730539013927164,3,19.13862284350935,Lorena,new york,united state
1720,2019-2-19,Koenigsegg CCXR Trevita,red,silver,5.292000000000001,5.232716969392095,2,5.128062630004253,Maitê,new york,united state
1721,2019-2-5,Bugatti La Voiture Noire,black,silver,19.635,19.446496672064,3,18.86310177190208,Valentina,new york,united state
1722,2019-2-13,Koenigsegg CCXR Trevita,brown,silver,5.292000000000001,5.235727284978068,1,5.183370012128287,Antonella,new york,united state
1723,2019-2-10,Rolls-Royce Sweptail,white,gold,13.708800000000002,13.555557673488194,3,13.148890943283547,Lívia,new york,united state
1724,2019-2-16,Bugatti Chiron,red,silver,3.19725,3.166444228185945,0,3.166444228185945,Giovanna,new york,united state
1725,2019-2-21,Bugatti Chiron,white,silver,3.1058999999999997,3.05752667923261,3,2.9658008788556316,Liz,new york,united state
1726,2019-2-24,Aston Martin Valkyrie,red,gold,3.5280000000000005,3.4946137441877223,0,3.4946137441877223,Valentina,new york,united state
1727,2019-2-17,W Motors Lykan Hypersport,white,black,3.468,3.4266475326913386,2,3.358114582037512,Liz,new york,united state
1728,2019-2-10,Lamborghini Veneno Roadster,brown,red,4.961250000000001,4.8835047996352845,0,4.8835047996352845,Liz,new york,united state
1729,2019-2-3,Bugatti Veyron by Mansory Vivere,black,black,3.4,3.3702420166191738,1,3.3365395964529823,Valentina,new york,united state
1730,2019-2-1,McLaren P1 LM,white,silver,3.9627000000000008,3.91827453720477,0,3.91827453720477,Gael,toronto,canada
1731,2019-2-10,Lamborghini Veneno Roadster,brown,red,4.961250000000001,4.913467669173221,2,4.815198315789757,Pedro,toronto,canada
1732,2019-2-14,Bugatti Veyron by Mansory Vivere,white,silver,3.6414,3.604477884658293,1,3.5684331058117102,Pedro,toronto,canada
1733,2019-2-11,Koenigsegg CCXR Trevita,white,white,4.99392,4.930677252763179,2,4.832063707707915,Bernardo,toronto,canada
1734,2019-2-23,Ferrari Pininfarina Sergio,white,black,3.06,3.015907598163298,0,3.015907598163298,Benjamin,toronto,canada
1735,2019-2-3,Rolls-Royce Sweptail,red,gold,14.112000000000002,13.886679271791628,3,13.47007889363788,Bernardo,toronto,canada
1736,2019-2-23,Rolls-Royce Sweptail,black,white,13.056000000000001,12.85856089626478,1,12.729975287302132,Théo,toronto,canada
1737,2019-2-12,Bugatti Veyron by Mansory Vivere,black,white,3.468,3.4366545638201966,3,3.333554926905591,Gabriel,toronto,canada
1738,2019-2-10,McLaren P1 LM,white,gold,3.9627000000000008,3.9025980355998637,1,3.863572055243865,Pedro,toronto,canada
1739,2019-2-21,Bugatti Veyron by Mansory Vivere,brown,black,3.57,3.5282053266167748,2,3.4576412200844393,Miguel,toronto,canada
1740,2019-2-24,Lamborghini Veneno Roadster,white,gold,4.8195,4.761863179615207,2,4.666625916022903,Bernardo,toronto,canada
1741,2019-2-3,McLaren P1 LM,red,red,4.07925,4.017885812720273,3,3.897349238338665,Benício,toronto,canada
1742,2019-2-8,McLaren P1 LM,black,gold,3.8850000000000002,3.8515864876796893,2,3.7745547579260954,Bernardo,toronto,canada
1743,2019-2-16,Aston Martin Valkyrie,white,black,3.2640000000000002,3.216169459216063,2,3.1518460700317417,Benjamin,toronto,canada
1744,2019-2-22,Rolls-Royce Sweptail,black,blue,13.440000000000001,13.304153170516457,1,13.171111638811293,Rafael,lisboa,portugal
1745,2019-2-19,Lamborghini Veneno Roadster,white,white,4.6818,4.6182281434779515,2,4.525863580608393,Rafael,lisboa,portugal
1746,2019-2-13,Lamborghini Veneno Roadster,black,black,4.5,4.448393971926923,2,4.359426092488385,Rafael,lisboa,portugal
1747,2019-2-11,W Motors Lykan Hypersport,red,gold,3.7485,3.6899483088150378,2,3.616149342638737,Rafael,lisboa,portugal
1748,2019-2-14,Lamborghini Veneno Roadster,brown,black,4.7250000000000005,4.677225157740693,3,4.536908403008472,Isaac,lisboa,portugal
1749,2019-2-11,Ferrari Pininfarina Sergio,brown,silver,3.3075000000000006,3.2776195264870274,3,3.1792909406924164,Nicolas,lisboa,portugal
1750,2019-2-5,W Motors Lykan Hypersport,red,red,3.7485,3.7150615891278584,0,3.7150615891278584,Joaquim,lisboa,portugal
1751,2019-2-6,Bugatti Chiron,white,blue,3.1058999999999997,3.0621289218984167,1,3.0315076326794324,Nicolas,lisboa,portugal
1752,2019-2-7,Ferrari Pininfarina Sergio,red,red,3.3075000000000006,3.2741841308193638,1,3.2414422895111703,Isaac,lisboa,portugal
1753,2019-2-18,McLaren P1 LM,white,silver,3.9627000000000008,3.9112534931786263,0,3.9112534931786263,Henrique,lisboa,portugal
1754,2019-2-9,Bugatti Veyron by Mansory Vivere,red,red,3.7485,3.713592403803868,2,3.6393205557277906,Saori,tokio,japan
1755,2019-2-21,Ferrari Pininfarina Sergio,brown,red,3.3075000000000006,3.2729720791375794,2,3.207512637554828,Yumi,tokio,japan
1756,2019-2-22,Bugatti Chiron,white,red,3.1058999999999997,3.078937091817148,1,3.0481477208989762,Akemi,tokio,japan
1757,2019-2-7,Bugatti Chiron,red,black,3.045,3.0172856698718036,1,2.9871128131730855,Hana,tokio,japan
1758,2019-2-22,Bugatti Chiron,brown,red,3.19725,3.1501282921886933,2,3.087125726344919,Mahina,tokio,japan
1759,2019-2-14,Ferrari Pininfarina Sergio,black,red,3.1500000000000004,3.1103487403387056,2,3.0481417655319314,Laila,riad,Saudi Arabia
1760,2019-2-1,Bugatti Chiron,brown,white,3.1059,3.0610592822294547,2,2.9998380965848654,Fatima,riad,Saudi Arabia
1761,2019-2-4,Bugatti Chiron,white,red,3.1058999999999997,3.0608365173651673,3,2.969011421844212,Aisha,riad,Saudi Arabia
1762,2019-2-9,Aston Martin Valkyrie,red,red,3.5280000000000005,3.492420503956698,3,3.387647888837997,Isa,riad,Saudi Arabia
1763,2019-2-24,Koenigsegg CCXR Trevita,white,blue,5.1408000000000005,5.0770739830759775,0,5.0770739830759775,Laila,riad,Saudi Arabia
1764,2019-2-10,Aston Martin Valkyrie,brown,silver,3.5280000000000005,3.4954864157467775,0,3.4954864157467775,Jamile,riad,Saudi Arabia
1765,2019-2-1,Bugatti Veyron by Mansory Vivere,white,silver,3.6414,3.5991086680496154,0,3.5991086680496154,Soraia,riad,Saudi Arabia
1766,2019-2-16,Ferrari Pininfarina Sergio,brown,black,3.1500000000000004,3.119367471462004,0,3.119367471462004,Aisha,riad,Saudi Arabia
1767,2019-2-20,Bugatti Chiron,brown,gold,3.19725,3.1589526335901916,0,3.1589526335901916,Laila,riad,Saudi Arabia
